expediente,producto,titular,registrosanitario,fechaexpedicion,fechavencimiento,estadoregistro,expedientecum,consecutivocum,cantidadcum,descripcioncomercial,estadocum,fechaactivo,fechainactivo,muestramedica,unidad,atc,descripcionatc,viaadministracion,concentracion,principioactivo,unidadmedida,cantidad,unidadreferencia,formafarmaceutica,nombrerol,tiporol,modalidad,ium
19904844,DOLOFEN SLEEP,PROCAPS S.A.,INVIMA 2021M-13901-R3,11/22/1999 12:00:00 AM,10/01/2021 12:00:00 AM,En tramite renov,19904844,28,10,CAJA CON UN FRASCO BLANCO PEAD Y TAPA DE PP Y LINNER DE ALUMINIO POR 10 TABLETAS.,Activo,06/23/2010,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,DIFENHIDRAMINA CLORHIDRATO,mg,25,TABLETA,TABLETA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
20098771,TRIMEBUTINA 200 MG + SIMETICONA 120 MG,COLMED LTDA,INVIMA 2021M-0016780-R1,02/02/2016 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20098771,5,21,CAJA POR 21SIN DATOTABLETAS RECUBIERTAS EN BLISTER PVC-PVDC/ALUMINIO.,Activo,11/06/2015,,No,U,A03AX13,SILICONAS,ORAL,A,TRIMEBUTINA MALEATO,mg,200,TABLETA RECUBIERTA,TABLETA RECUBIERTA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
20006991,TREXIMA,PROCAPS S.A.,INVIMA 2020M-0010533-R1,03/05/2010 12:00:00 AM,10/01/2020 12:00:00 AM,En tramite renov,20006991,2,20,CAJA POR 20 CAPSULAS BLANDAS EN BLISTER PVDC/ALUMINIO POR 10 CAPSULAS C/U,Activo,07/17/2009,,No,U,M01AE51,IBUPROFEN COMBINACIONES,ORAL,A,CETIRIZINA DICLORHIDRATO,mg,5,CAPSULA BLANDA,CAPSULA BLANDA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
20100275,GAZU.,COMERCIALIZADORA RUECAM S.A.S. RUECAM S.A.S.,INVIMA 2023M-0017383-R1,10/19/2016 12:00:00 AM,11/09/2021 12:00:00 AM,En tramite renov,20100275,5,200,CAJA POR 200 TABLETAS EN FOIL DE ALUMINIO,Inactivo,02/24/2016,12/13/2019,No,U,A02BC02,PANTOPRAZOL,ORAL,A,PANTOPRAZOL 266.66 MG DE PANTOPRAZOL PELLETS 15% EQUIVALENTE APANTOPRAZOL BSE,mg,40,CAPSULA,CAPSULA DURA,SPANSULES FORMULATIONS,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER,
20022570,OLMETECANLO® 20 MG / 5 MG,PFIZER S.A.S.,INVIMA 2023M-0012216-R2,05/24/2011 12:00:00 AM,11/08/2021 12:00:00 AM,En tramite renov,20022570,12,60,CAJA POR 60 TABLETAS RECUBIERTAS EN BLISTER ALUMINIO/ALUMINIO.,Activo,09/21/2012,,No,U,C09CA08,OLMESARTAN MEDOXIMIL,ORAL,A,OLMESARTAN MEDOXOMIL,mg,20,TABLETA RECUBIERTA,TABLETA RECUBIERTA,PFIZER S.A.S.,IMPORTADOR,IMPORTAR Y VENDER,2A1025191001110
20088116,X RAY DOL®,GENOMMA LAB COLOMBIA LTDA.,INVIMA 2021M-0016526-R1,11/10/2015 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20088116,12,36,CAJA PLEGADIZA POR 36 TABLETAS QUE CONTIENE 18 BLÍSTER EN PVC-ALUMINIO POR 2 TABLETAS,Activo,08/22/2022,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,ACETAMINOFEN,mg,250,TABLETA,TABLETA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
50589,OXIGENO MEDICINAL,MESSER COLOMBIA S.A.,INVIMA 2021M-006366-R4,06/08/1995 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,50589,16,7.5,CILINDRO EN ACERO INOXIDABLE X 7.5 METROS CUBICOS,Activo,01/30/2007,,No,m3,V03AN01,OXIGENO,INHALACION,F,OXIGENO,%,99,METRO CUBICO,GAS,OXIGENOS DE COLOMBIA LTDA.,FABRICANTE,FABRICAR Y VENDER,
20098771,TRIMEBUTINA 200 MG + SIMETICONA 120 MG,COLMED LTDA,INVIMA 2021M-0016780-R1,02/02/2016 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20098771,14,10,MUESTRA MEDICA: CAJA PORSIN DATO10SIN DATOTABLETAS RECUBIERTAS EN BLISTER PVC-PVDC/ALUMINIO,Activo,11/06/2015,,Si,U,A03AX13,SILICONAS,ORAL,A,TRIMEBUTINA MALEATO,mg,200,TABLETA RECUBIERTA,TABLETA RECUBIERTA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
20006991,TREXIMA,PROCAPS S.A.,INVIMA 2020M-0010533-R1,03/05/2010 12:00:00 AM,10/01/2020 12:00:00 AM,En tramite renov,20006991,5,100,CAJA POR 100 CAPSULAS BLANDAS EN BLISTER PVDC/ALUMINIO POR 10 CAPSULAS C/U,Activo,07/17/2009,,No,U,M01AE51,IBUPROFEN COMBINACIONES,ORAL,A,IBUPROFENO,mg,400,CAPSULA BLANDA,CAPSULA BLANDA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
55669,LANSOPEP® CAPSULAS,PROCAPS S.A.,INVIMA 2021M-000336-R3,05/08/1995 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,55669,4,7,CAJA X 7 CÁPSULAS EN BLISTER DE ALUMINIO/PVC Y SOBRE POUCH X 7 CÁPSULAS.,Inactivo,11/10/2006,09/14/2011,No,U,A02BC03,LANSOPRAZOL,ORAL,A,LANSOPRAZOL,mg,30,CADA CAPSULA,CAPSULA DURA,NOSCH LABS PVT. LTD.,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER,
208159,GENTAMICINA 80 MG/2 ML,VITALIS S.A.C.I.,INVIMA 2007M-006661 R1,06/06/1997 12:00:00 AM,01/01/3000 12:00:00 AM,En tramite renov,208159,5,6,CAJA POR 6 AMPOLLAS DE VIDRIO TIPO I INCOLORO PIROGRABADA POR 2 ML.,Activo,11/10/2006,,No,U,J01GB03,GENTAMICINA,INTRAMUSCULAR,A,GENTAMICINA SULFATO EQUIVALENTE A GENTAMICINA BASE,mg,80,AMPOLLA POR 2 ML DE SOLUCIÓN INYECTABLE,SOLUCION INYECTABLE,VITALIS S.A.C.I. PLANTA 8,FABRICANTE,FABRICAR Y VENDER,
19961676,GLAUCOMED® TABLETAS,MEGALABS COLOMBIA S.A.S,INVIMA 2021M-0005172-R3,01/13/2006 12:00:00 AM,10/01/2021 12:00:00 AM,En tramite renov,19961676,1,10,PLEGADIZA EN CARTULINA POR 10 TABLETAS EN 1 BLISTER DE PVC/ALUMINIO POR 10 TABLETAS,Activo,11/10/2006,,No,U,S01EC01,ACETAZOLAMIDA,ORAL,A,ACETAZOLAMIDA,mg,250,TABLETA,TABLETA,BLISTECO S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20022570,OLMETECANLO® 20 MG / 5 MG,PFIZER S.A.S.,INVIMA 2023M-0012216-R2,05/24/2011 12:00:00 AM,11/08/2021 12:00:00 AM,En tramite renov,20022570,3,30,CAJA PORSIN DATO30 TABLETAS RECUBIERTAS EN BLISTER ALU/ALU,Activo,11/10/2010,,No,U,C09CA08,OLMESARTAN MEDOXIMIL,ORAL,A,OLMESARTAN MEDOXOMIL,mg,20,TABLETA RECUBIERTA,TABLETA RECUBIERTA,PFIZER S.A.S.,IMPORTADOR,IMPORTAR Y VENDER,2A1025191001107
19949895,AMBROXOL CLORHIDRATO 30 MG/ 5 ML,COLMED LTDA,INVIMA 2021M-0003982-R2,12/02/2004 12:00:00 AM,01/01/1900 12:00:00 AM,En tramite renov,19949895,6,120,MUESTRA MÉDICA: FRASCO PET (POLIETILEN TEREFTALATO) COLOR ÁMBAR CON BOCA TIPO ROSCA MÁS TAPA BLANCA DE POLIPROPILENO CON LINNER DE EVA (ETILENO VINIL ACETATO) DE COLOR AZUL POR 120ML CON JERINGA.,Activo,10/30/2023,,Si,U,R05CB06,AMBROXOL,ORAL,B,AMBROXOL CLORHIDRATO,g,0.6,CADA 100 ML,JARABE,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
20015296,RITARIN®,COLMED LTDA,INVIMA 2021M-0011266-R2,08/27/2010 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20015296,5,50,CAJA POR 50 CAPSULAS EN BLISTER ALUMINIO/PVDC. POR 10 CAPSULAS CADA BLISTER.,Activo,03/18/2010,,No,U,R05XX99,PREPARACIONES DE OTRAS COMBINACIONES PARA EL RESFRIADO COMÚN,ORAL,A,CETIRIZINA DICLORHIDRATO,mg,5,CAPSULA,CAPSULA BLANDA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
19943882,RETROMICINA ® LOCION,PHARMADERM S.A.,INVIMA 2021M-0003925-R2,11/17/2004 12:00:00 AM,10/01/2021 12:00:00 AM,En tramite renov,19943882,5,1,CAJA PLEGADIZA CON FRASCO GOTERO PEAD 60% Y PEBD 40% PORSIN DATO60 ML,Activo,11/10/2006,,No,U,D10AF52,ERITROMICINA COMBINACIONES,TOPICA (EXTERNA),B,ACIDO RETINOICO,g,0.025,100 ML,LOCION,COLOMPACK S.A.,FABRICANTE,FABRICAR Y VENDER,
20088116,X RAY DOL®,GENOMMA LAB COLOMBIA LTDA.,INVIMA 2021M-0016526-R1,11/10/2015 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20088116,24,36,CAJA PLEGADIZA POR 36 TABLETAS QUE CONTIENE 12 BLÍSTER EN PVC -ALUMINIO POR 3 TABLETAS,Activo,08/22/2022,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,ACETAMINOFEN,mg,250,TABLETA,TABLETA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20013834,PAMIGEN ® 1000 MG POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIONINYECTABLE,FARMACEUTICA PARAGUAYA S.A,INVIMA 2021M-0010977-R2,06/16/2010 12:00:00 AM,10/01/2021 12:00:00 AM,En tramite renov,20013834,1,1,CAJA CON UN FRASCO AMPOLLA INCOLORO DE VIDRIO TIPO I CONTENIENDO EL POLVO LIOFILIZADO. CON TAPÓN EN BROMOBUTILO. PRECINTO DE ALU,Activo,02/22/2010,,No,U,L01BC05,GEMCITABINA,INTRAVENOSA,A,GEMCITABINA CLORHIDRATO 1138.5MG EQUIVALENTE A GEMCITABINA,mg,1000,FRASCO AMPOLLA,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,ADIUM SAS,IMPORTADOR,IMPORTAR Y VENDER,
55669,LANSOPEP® CAPSULAS,PROCAPS S.A.,INVIMA 2021M-000336-R3,05/08/1995 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,55669,21,14,CAJA X 14 CÁPSULAS EN BLISTER ALUMINIO / PVC EN SOBRE PAPEL POUCH,Activo,07/13/2018,04/01/2021,No,U,A02BC03,LANSOPRAZOL,ORAL,A,LANSOPRAZOL,mg,30,CADA CAPSULA,CAPSULA DURA,NOSCH LABS PVT. LTD.,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER,
20014104,BILAXAN POLVO,LABQUIFAR LTDA.,INVIMA 2021M-0010901-R1,06/03/2010 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20014104,1,10,POLVO PARA RECONSTITUIR A SUSPENSIÓN ORAL. SOBRE TRILAMINADO POR 30 G . CAJA POR 10 SOBRES,Activo,04/06/2010,04/01/2021,No,U,A06AB57,CASCARA COMBINACIONES,ORAL,E,SULFATO DE MAGNESIO HEPTAHIDRATADO (EQUIVALENTE A SULFATO DE MAGNESIO 29 G),g,59.35,100G DE POLVO PARA RECONSTITUIR,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,SERVICIO TECNICO GONHER FARMACEUTICA LTDA.,FABRICANTE,FABRICAR Y VENDER,
208159,GENTAMICINA 80 MG/2 ML,VITALIS S.A.C.I.,INVIMA 2007M-006661 R1,06/06/1997 12:00:00 AM,01/01/3000 12:00:00 AM,En tramite renov,208159,8,2,CAJA POR 2 AMPOLLAS DE VIDRIO TIPO I INCOLORO PIROGRABADA POR 2 ML.,Activo,03/29/2017,,No,U,J01GB03,GENTAMICINA,INTRAVENOSA,A,GENTAMICINA SULFATO EQUIVALENTE A GENTAMICINA BASE,mg,80,AMPOLLA POR 2 ML DE SOLUCIÓN INYECTABLE,SOLUCION INYECTABLE,VITALIS S.A.C.I. PLANTA 8,FABRICANTE,FABRICAR Y VENDER,
19940718,CLOBELAC EMULSION TOPICA,PHARMADERM S.A.,INVIMA 2020M-0002957-R2,12/09/2003 12:00:00 AM,12/23/2019 12:00:00 AM,En tramite renov,19940718,2,1,CAJA CON FRASCO DE POLIETILENO DE ALTA DENSIDAD POR 15ML.,Activo,11/10/2006,,No,U,D07AD01,CLOBETASOL,TOPICA (EXTERNA),D,CLOBETASOLPROPIONATO,g,0.05,100 GRAMOS,CREMA TOPICA,ARBOFARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
19937585,SEAMIB®,BIOQUIFAR PHARMACEUTICA S.A.,INVIMA 2020M-0002639-R2,08/01/2003 12:00:00 AM,03/26/2020 12:00:00 AM,En tramite renov,19937585,11,168,CAJA X 168 TABLETAS. EN BLÍSTER PVC TRANSPARENTE/ALUMINIO X 4 TABLETAS.,Activo,11/12/2013,,No,U,P01AB07,SECNIDAZOL,ORAL,A,SECNIDAZOL,mg,500,TABLETA RECUBIERTA,TABLETA RECUBIERTA,SERVICIO TECNICO GONHER FARMACEUTICA LTDA.,FABRICANTE,FABRICAR Y VENDER,
27076,MICROGYNON 30,ADIUM SAS,INVIMA 2021M-000145-R5,01/01/1999 12:00:00 AM,10/01/2021 12:00:00 AM,En tramite renov,27076,1,21,CAJA CON UN BLISTER PVC TRANSPARENTE/ ALUMINIO POR 21 GRAGEAS,Activo,11/10/2006,,No,U,G03FA11,LEVONORGESTREL Y ESTROGENO,ORAL,A,ETINILESTRADIOL,mg,0.03,GRAGEA.,TABLETA CUBIERTA (GRAGEA),ADIUM SAS,IMPORTADOR,IMPORTAR Y VENDER,
20094226,HENOCLOX® SOLUCIÓNINYECTABLE,GENECA PHARMA S.A.S,INVIMA 2021M-0016836-R1,02/15/2016 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20094226,1,1,CAJASIN DATODE CARTÓNSIN DATOPORSIN DATO1 AMPOLLA DE VIDRIOSIN DATOTIPO ISIN DATOTRANSPARENTESIN DATOSIN DATOXSIN DATO1.5 MLSIN DATODE SOLUCIÓN ESTÉRILSIN DATO INYECTABLE,Activo,10/22/2015,,No,U,M01AC06,MELOXICAM,INTRAMUSCULAR,A,MELOXICAM,mg,15,AMPOLLACON 1.5MLDE SOLUCIÓNINYECTABLE,SOLUCION INYECTABLE,VIDRIO TÉCNICO DE COLOMBIA S.A. VITECO S.A.,FABRICANTE,FABRICAR Y VENDER,
55669,LANSOPEP® CAPSULAS,PROCAPS S.A.,INVIMA 2021M-000336-R3,05/08/1995 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,55669,22,14,CAJA X 14 CÁPSULAS EN BLISTER ALUMINIO / ALUMINIO,Activo,07/13/2018,04/01/2021,No,U,A02BC03,LANSOPRAZOL,ORAL,A,LANSOPRAZOL,mg,30,CADA CAPSULA,CAPSULA DURA,NOSCH LABS PVT. LTD.,FABRICANTE,IMPORTAR. SEMIELABORAR Y VENDER,
50589,OXIGENO MEDICINAL,MESSER COLOMBIA S.A.,INVIMA 2021M-006366-R4,06/08/1995 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,50589,47,60,TANQUE EN ACERO INOXIDABLE X 60 LITROS.,Activo,09/02/2013,,No,l,V03AN01,OXIGENO,INHALACION,F,OXIGENO,%,99,METRO CUBICO,GAS,OXIGENOS DE COLOMBIA LTDA.,FABRICANTE,FABRICAR Y VENDER,
20086531,LIBERTADOR®,RAMIREZ DE DIAZ MAGDALENA,INVIMA 2021M-0016145-R1,08/11/2015 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20086531,1,1,CAJA DE POLIPROPILENO POR 3GSIN DATOCON BANDA TERMOENCOGIBLE Y PLEGADIZA. CON INSERTO.,Activo,04/17/2015,04/01/2021,No,U,D01AE12,SALICILICO ACIDO,TOPICA (EXTERNA),D,ACIDO SALICILICO,g,53.3,UNGÜENTO,UNGUENTO TOPICO,SEVERIANO FERNÁNDEZ M & CIA. LTDA,FABRICANTE,FABRICAR Y VENDER,
32392,HIDROXIDO DE ALUMINIO – GEL CARBONATO DE MAGNESIO. HIDRÓXIDO DE MAGNESIO. SIMETICONA,MOMENTA FARMACEUTICA S.A.S.,INVIMA 2009 M-001608-R3,03/02/1999 12:00:00 AM,03/03/2019 12:00:00 AM,En tramite renov,32392,5,2,MUESTRA MÉDICA: CAJA PLEGADIZA EN CARTULINA BLANCA IMPRESA POR BLISTER POR 2 TABLETAS PVC TRANSPARENTE BLANCO/FOIL ALUMINIO,Activo,11/06/2009,02/27/2024,Si,U,A02AF02,COMBINACIONES DE SALES Y ANTIFLATULENTOS,ORAL,A,SIMETICONA,mg,25,TABLETA,TABLETA MASTICABLE,EUROFARMA COLOMBIA S.A.S,FABRICANTE,FABRICAR Y VENDER,
19942964,SUPRIBAC TABLETAS,BIOQUIFAR PHARMACEUTICA S.A.,INVIMA 2020M-0003155-R2,03/01/2004 12:00:00 AM,03/02/2020 12:00:00 AM,En tramite renov,19942964,1,20,CAJA POR 20 TABLETAS EN BLISTER EN ALUMINIO PVC TRANSPARENTE X 10 TABLETAS.,Activo,11/10/2006,,No,U,J01EE01,SULFAMETOXAZOL Y TRIMETOPRIM,ORAL,A,SULFAMETOXAZOL,mg,400,TABLETARECUBIERTA,TABLETA RECUBIERTA,SERVICIO TECNICO GONHER FARMACEUTICA LTDA.,FABRICANTE,FABRICAR Y VENDER,
20104517,OXIGENO MEDICINAL.,OXIGENOS DEL LLANO S.A.S.,INVIMA 2021M-0017107-R1,06/20/2016 12:00:00 AM,09/09/2026 12:00:00 AM,En tramite renov,20104517,21,1,OXIGENO GASEOSO MEDICINAL: CILINDROS DE ACERO CON CAPACIDAD DE 4.5M3,Activo,06/16/2016,,No,U,V03AN01,OXIGENO,INHALACION,D,OXIGENOV/V,%,99,CILINDRO,GAS,OXIGENOS DEL LLANO S.A.S.,FABRICANTE,FABRICAR Y VENDER,
19943430,FUNGISTEROL® SUSPENSION,BIOQUIFAR PHARMACEUTICA S.A.,INVIMA 2020M-0003199-R2,03/19/2004 12:00:00 AM,03/26/2020 12:00:00 AM,En tramite renov,19943430,2,30,CAJA DE CARTON CARTULINA CON UN FRASCO PLASTICO DE ALTA DENSIDAD POR 30 ML,Inactivo,08/31/2007,06/23/2011,No,ml,J02AB02,KETOCONAZOL,ORAL,B,KETOCONAZOL,g,2,100 ML,SUSPENSION ORAL,SERVICIO TECNICO GONHER FARMACEUTICA LTDA.,FABRICANTE,FABRICAR Y VENDER,
19949514,TRIFAMOX IBL DUO® SUSPENSIÓN,LABORATORIOS BAGO DE COLOMBIA S.A.S.,INVIMA 2021M-0004127-R2,02/03/2005 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,19949514,15,1,MUESTRA MÉDICA CAJA CON FRASCO EN PEAD PARA RECONSTITUIR A 120 ML DE SUSPENSIÓN,Inactivo,03/03/2014,09/24/2015,No,U,J01CR02,AMOXICILINA Y BETA-LACTAMASA INHIBIDOR,ORAL,E,AMOXICILINA TRIHIDRATO,g,20,50 G DE POLVO PARA RECONSTITUIR A 100ML DE SUSPENSIÓN ORAL,POLVO PARA RECONSTITUIR A SUSPENSION ORAL,SYNTOFARMA S.A.,FABRICANTE,FABRICAR Y VENDER,
20010931,IBUDOL SOFT,FARMADISA,INVIMA 2020M-0010534-R1,03/08/2010 12:00:00 AM,10/01/2020 12:00:00 AM,En tramite renov,20010931,1,10,CAJA POR 10 CAPSULAS EN BLISTER DE PVC-PVDC TRANSPARENTE/ALUMINIO.,Activo,12/01/2009,,No,U,M01AE01,IBUPROFENO,ORAL,A,IBUPROFENO,mg,400,CÁPSULA BLANDA,CAPSULA BLANDA,HIGH NUTRITION COMPANY S.A.S.,IMPORTADOR,IMPORTAR. ENVASAR Y VENDER,
19955577,GLUCONITRIN D,BIOQUIFAR PHARMACEUTICA S.A.,INVIMA 2021M-0004867-R2,10/14/2005 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,19955577,2,200,CAJA POR 50 SOBRES POR 4 G. CADA UNO EN SACHET DE ALU/ALU TIPO POUCH EN CAJA PLEGADIZA DE CARTULINA.,Activo,11/10/2006,,No,g,M01AX05,GLUCOSAMINA,ORAL,D,CONDROITIN SULFATO,g,30,100 G.,POLVO PARA RECONSTITUIR A SOLUCION ORAL,GONHER FARMACEUTICA LTDA.,FABRICANTE,FABRICAR Y VENDER,
20088116,X RAY DOL®,GENOMMA LAB COLOMBIA LTDA.,INVIMA 2021M-0016526-R1,11/10/2015 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20088116,36,60,CAJA PLEGADIZA POR 60 TABLETAS QUE CONTIENE 15 BLÍSTER EN PVC -ALUMINIO POR 4 TABLETAS,Activo,08/22/2022,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,CAFEINAANHIDRA,mg,65,TABLETA,TABLETA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20016897,OFTIPAT® -OLOPATADINA0.2 % SOLUCION OFTALMICA,TRIDEX FARMACEUTICA S.A.,INVIMA 2021M-0011343-R2,09/16/2010 12:00:00 AM,01/01/3000 12:00:00 AM,En tramite renov,20016897,1,2.5,IUM 1O1015891010100 ESTUCHE DE CARTÓN POR UN FRASCO GOTERO EN PEBD BLANCO POR 2.5 ML CON SUBTAPA GOTERO TRANSPARENTE Y TAPA PLÁSTICA EN PP,Activo,05/18/2010,,No,ml,S01GX09,OLOPATADINA,OFTÁLMICA,C,OLOPATADINA CLORHIDRATO 2.22MG EQUIVALENTES A OLOPATADINA BASE,mg,2,1ML,SOLUCION OFTALMICA,ARBOFARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,1O1015891010100
50589,OXIGENO MEDICINAL,MESSER COLOMBIA S.A.,INVIMA 2021M-006366-R4,06/08/1995 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,50589,13,6,CILINDRO EN ACERO INOXIDABLE X 6 METROS CUBICOS,Activo,01/30/2007,,No,m3,V03AN01,OXIGENO,INHALACION,F,OXIGENO,%,99,METRO CUBICO,GAS,MESSER COLOMBIA S.A. (PLANTA ASU BOGOTÁ),FABRICANTE,FABRICAR Y VENDER,
20083483,FLUDARABINA,LABORATORIO KEMEX S.A,INVIMA 2021M-0016859-R1,02/24/2016 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20083483,1,1,CAJA PLEGADIZA CON 1SIN DATOFRASCOSIN DATOAMPOLLA DESIN DATOVIDRIO TIPO I. INCOLORO CON TAPÓN ELASTOMERICO DE BROMOBUTILO Y PRECINTO FLIP OFF.,Activo,04/23/2015,,No,U,L01BB05,FLUDARABINA,INTRAVENOSA,A,FLUDARABINA FOSFATO,mg,50,FRASCO AMPOLLA,POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE,LABORATORIO KEMEX S.A,FABRICANTE,IMPORTAR Y VENDER,
19943430,FUNGISTEROL® SUSPENSION,BIOQUIFAR PHARMACEUTICA S.A.,INVIMA 2020M-0003199-R2,03/19/2004 12:00:00 AM,03/26/2020 12:00:00 AM,En tramite renov,19943430,6,120,CAJA DE CARTON CARTULINA CON UN FRASCO DE PET AMBARSIN DATOPOR 120 ML,Inactivo,06/23/2011,02/16/2015,No,ml,J02AB02,KETOCONAZOL,ORAL,B,KETOCONAZOL,g,2,100 ML,SUSPENSION ORAL,SERVICIO TECNICO GONHER FARMACEUTICA LTDA.,FABRICANTE,FABRICAR Y VENDER,
27076,MICROGYNON 30,ADIUM SAS,INVIMA 2021M-000145-R5,01/01/1999 12:00:00 AM,10/01/2021 12:00:00 AM,En tramite renov,27076,3,21,MUESTRA MÉDICA: CAJA CON UN BLISTER PVC TRANSPARENTE/ ALUMINIO POR 21 GRAGEAS,Activo,03/12/2016,,Si,U,G03FA11,LEVONORGESTREL Y ESTROGENO,ORAL,A,ETINILESTRADIOL,mg,0.03,GRAGEA.,TABLETA CUBIERTA (GRAGEA),ADIUM SAS,IMPORTADOR,IMPORTAR Y VENDER,
41661,CALCIO + VITAMINA D TABLETAS,COLMED LTDA,INVIMA 2020M-015143-R3,01/01/1999 12:00:00 AM,03/11/2020 12:00:00 AM,En tramite renov,41661,2,4,CAJA X 4 TABLETAS EN BLISTER PVC / ALUMINIO X 4 TABLETAS CADA UNO.,Activo,11/10/2006,,No,U,A12AA20,CALCIO (DIFERENTES SALES EN COMBINACION),ORAL,A,VITAMINA D3 100000 UI/G EQUIVALENTE A VITAMINA D3,UI,300,TABLETA RECUBIERTA.,TABLETA RECUBIERTA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
20104517,OXIGENO MEDICINAL.,OXIGENOS DEL LLANO S.A.S.,INVIMA 2021M-0017107-R1,06/20/2016 12:00:00 AM,09/09/2026 12:00:00 AM,En tramite renov,20104517,22,1,OXIGENO GASEOSO MEDICINAL: CILINDROS DE ACERO CON CAPACIDAD DE 5.0M3,Activo,06/16/2016,,No,U,V03AN01,OXIGENO,INHALACION,D,OXIGENOV/V,%,99,CILINDRO,GAS,OXIGENOS DEL LLANO S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20022570,OLMETECANLO® 20 MG / 5 MG,PFIZER S.A.S.,INVIMA 2023M-0012216-R2,05/24/2011 12:00:00 AM,11/08/2021 12:00:00 AM,En tramite renov,20022570,1,7,CAJA POR 7 TABLETAS RECUBIERTAS EN BLISTER ALU/ALU,Activo,11/10/2010,,No,U,C09CA08,OLMESARTAN MEDOXIMIL,ORAL,A,AMLODIPINO BESILATO EQUIVALENTE A AMLODIPINO,mg,5,TABLETA RECUBIERTA,TABLETA RECUBIERTA,DAIICHI SANKYO BRASIL FARMACÉUTICA LTDA,FABRICANTE,IMPORTAR Y VENDER,2A1025191001111
20015198,FLART,PROCAPS S.A.,INVIMA 2021M-0011044-R2,07/01/2010 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20015198,1,15,CAJA POR 15 TABLETAS EN 1 BLISTER ALU/PVDC,Activo,04/20/2010,,No,U,G03CX01,TIBOLONA,ORAL,A,TIBOLONA,mg,2.5,TABLETA,TABLETA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
20088116,X RAY DOL®,GENOMMA LAB COLOMBIA LTDA.,INVIMA 2021M-0016526-R1,11/10/2015 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20088116,14,50,CAJA PLEGADIZA POR 50 TABLETAS QUE CONTIENE 25 BLÍSTER EN PVC-ALUMINIO POR 2 TABLETAS,Activo,08/22/2022,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,ACETAMINOFEN,mg,250,TABLETA,TABLETA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
